lead_id,activity_timestamp,activity_value,points
11634,2020-04-30,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11635,2020-02-01,Webinar Attendance: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,10
11636,2020-11-17,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11637,2020-09-23,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
11638,2020-05-20,White Paper: Insider Threat Detection Fundamentals,2
11638,2020-05-24,White Paper: Preventing Data Loss - A DLP Primer,2
11638,2020-06-02,DataSec Password Expiration Notifier,8
11639,2020-08-25,Launch In-Browser Demo: DataSec Classification for Qumulo,15
11640,2021-03-22,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11641,2020-09-19,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11642,2020-01-08,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11643,2021-01-09,Ebook: Defending Against Crypto-Ransomware,2
11643,2021-01-20,Free Trial: DataSec Classification for Azure Files,40
11643,2021-01-29,Ebook: Defending Against Crypto-Ransomware,2
11644,2021-05-22,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11645,2021-06-04,DataSec Event Log Manager,8
11645,2021-06-07,White Paper: Insider Threat Detection Fundamentals,2
11646,2020-11-02,Free Trial: DataSec Auditor for Windows File Servers,40
11647,2020-11-27,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11648,2020-08-22,Free Trial: DataSec Auditor for Synology,40
11649,2020-01-27,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11650,2020-12-13,Launch In-Browser Demo: DataSec Auditor for Qumulo,15
11651,2020-10-01,White Paper: HIPAA Compliance for IT Auditors,2
11651,2020-10-06,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11652,2021-02-25,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11653,2020-10-08,Webinar Attendance: PAM Roadmap: Key Strategies for Effective Deployment and Team Engagement,10
11653,2020-10-22,Request a Quote: DataSec Auditor for NetApp,40
11654,2021-05-19,Launch In-Browser Demo: DataSec Classification for Qumulo,15
11655,2020-03-20,Free Trial: DataSec Auditor for SharePoint,40
11655,2020-03-29,DataSec Flashlight for NetSuite,8
11656,2020-06-02,Webinar Attendance: Identify and Reduce Risks Around Sensitive Data with DataSec Access Analyzer,10
11657,2021-06-13,Launch In-Browser Demo: DataSec Classification for Qumulo,15
11657,2021-06-24,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11657,2021-06-29,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11657,2021-07-11,Ebook: Privileged Access Management Fundamentals,2
11658,2020-12-22,White Paper: Active Directory Security Best Practices,2
11658,2020-12-26,White Paper: Preventing Data Loss - A DLP Primer,2
11658,2021-01-04,Webinar Attendance: PAM Roadmap: Key Strategies for Effective Deployment and Team Engagement,10
11658,2021-01-09,White Paper: Active Directory Security Best Practices,2
11659,2020-07-22,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11659,2020-07-26,White Paper: PCI DSS Compliance Checklist for IT Teams,2
11660,2021-01-25,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
11661,2021-01-02,Ebook: Password Policy Best Practices,2
11661,2021-01-10,White Paper: Insider Threat Detection Fundamentals,2
11661,2021-01-14,Request a Quote: DataSec Auditor for SharePoint,40
11662,2020-11-06,White Paper: HIPAA Compliance for IT Auditors,2
11662,2020-11-19,DataSec Effective Permissions Reporting Tool,8
11663,2021-02-23,White Paper: Active Directory Security Best Practices,2
11663,2021-03-03,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
11664,2020-09-26,Launch In-Browser Demo: DataSec Classification for Synology,15
11665,2020-06-11,White Paper: PCI DSS Compliance Checklist for IT Teams,2
11665,2020-06-15,Launch In-Browser Demo: DataSec Auditor for Synology,15
11666,2021-01-06,Launch In-Browser Demo: DataSec Auditor for Dell Data Storage,15
11666,2021-01-25,White Paper: PCI DSS Compliance Checklist for IT Teams,2
11666,2021-02-04,Ebook: Windows Server Hardening Guide,2
11667,2020-12-27,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
11668,2020-06-18,Request a Quote: DataSec Auditor for Windows File Servers,40
11669,2021-02-07,DataSec Password Expiration Notifier,8
11669,2021-02-16,Ebook: Privileged Access Management Fundamentals,2
11670,2020-09-28,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11670,2020-10-09,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11670,2020-10-18,Ebook: Windows Server Hardening Guide,2
11671,2020-05-26,DataSec Inactive User Tracker,8
11671,2020-06-07,DataSec Bulk Password Reset,8
11672,2020-11-03,Get a Demo: DataSec Auditor for Windows Server,40
11673,2020-10-15,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11673,2020-10-24,DataSec Inactive User Tracker,8
11673,2020-11-12,Webinar Registration: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,5
11674,2021-01-07,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11675,2020-12-20,Ebook: Privileged Access Management Fundamentals,2
11675,2020-12-21,Launch In-Browser Demo: DataSec Classification for NetApp,15
11675,2021-01-05,Ebook: Password Policy Best Practices,2
11675,2021-01-08,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
11676,2021-03-24,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
11676,2021-03-31,Webinar Registration: Ease the Burden of IT Auditing with DataSec Auditor,5
11676,2021-04-12,Ebook: Defending Against Crypto-Ransomware,2
11677,2021-05-14,Webinar Attendance: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,10
11678,2020-03-11,Free Trial: DataSec Classification for Qumulo,40
11679,2021-06-07,DataSec Effective Permissions Reporting Tool,8
11679,2021-06-08,White Paper: Preventing Data Loss - A DLP Primer,2
11680,2020-04-16,Request a Quote: DataSec Auditor for Windows Server,40
11680,2020-05-01,Ebook: Privileged Access Management Fundamentals,2
11681,2021-02-03,Request a Quote: DataSec Auditor for VMware,40
11682,2021-04-11,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11683,2020-10-14,DataSec Event Log Manager,8
11683,2020-10-21,White Paper: HIPAA Compliance for IT Auditors,2
11684,2020-03-03,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11685,2021-02-07,White Paper: Insider Threat Detection Fundamentals,2
11685,2021-02-11,Ebook: Password Policy Best Practices,2
11685,2021-02-14,DataSec Bulk Password Reset,8
11686,2020-12-05,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11687,2020-05-25,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11688,2021-03-14,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11689,2020-06-27,Request a Quote: DataSec Classification for Windows File Servers,40
11690,2021-06-04,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
11691,2020-03-07,Request a Quote: DataSec Auditor for Windows Server,40
11692,2020-03-28,Free Trial: DataSec Classification for Dell Data Storage,40
11693,2021-01-29,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11694,2020-07-06,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11695,2020-10-14,Webinar Attendance: PAM Roadmap: Key Strategies for Effective Deployment and Team Engagement,10
11696,2020-01-02,Request a Quote: DataSec Auditor for Windows File Servers,40
11697,2020-07-25,Get a Demo: DataSec Auditor for Windows Server,40
11698,2020-03-18,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
11699,2020-09-01,Get a Demo: DataSec Auditor for Oracle Database,40
11700,2021-03-13,Free Trial: DataSec Auditor for Windows Server,40
11701,2020-04-28,Get a Demo: DataSec Auditor for Synology,40
11702,2020-10-25,White Paper: HIPAA Compliance for IT Auditors,2
11702,2020-11-06,Get a Demo: DataSec Auditor for Active Directory,40
11703,2021-06-20,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
11703,2021-07-03,Webinar Registration: Ease the Burden of IT Auditing with DataSec Auditor,5
11704,2021-01-12,DataSec Service Monitor,8
11704,2021-01-25,DataSec Bulk Password Reset,8
11705,2021-02-13,White Paper: HIPAA Compliance for IT Auditors,2
11705,2021-02-16,Get a Demo: DataSec Auditor for Nutanix Files,40
11706,2020-05-15,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
11706,2020-05-25,Webinar Attendance: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,10
11706,2020-06-03,Ebook: Privileged Access Management Fundamentals,2
11707,2020-10-07,White Paper: Insider Threat Detection Fundamentals,2
11707,2020-10-15,Free Trial: DataSec Classification for Nutanix Files,40
11708,2021-05-12,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
11708,2021-05-25,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11709,2020-05-11,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
11710,2020-04-25,Request a Quote: DataSec Auditor for Synology,40
11711,2020-02-28,DataSec Bulk Password Reset,8
11711,2020-03-10,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
11712,2020-02-23,Webinar Attendance: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,10
11713,2021-01-02,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
11714,2021-03-24,DataSec Flashlight for NetSuite,8
11714,2021-03-27,DataSec Bulk Password Reset,8
11715,2020-02-13,White Paper: Active Directory Security Best Practices,2
11715,2020-02-18,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11716,2020-03-28,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
11717,2021-02-14,DataSec Password Expiration Notifier,8
11717,2021-02-21,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11718,2021-04-28,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11719,2020-08-13,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
11720,2020-03-04,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
11721,2020-04-08,White Paper: PCI DSS Compliance Checklist for IT Teams,2
11721,2020-04-21,Request a Quote: DataSec Auditor for Qumulo,40
11722,2020-04-23,Ebook: Password Policy Best Practices,2
11722,2020-04-26,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
11723,2020-11-14,DataSec Effective Permissions Reporting Tool,8
11723,2020-11-26,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11724,2021-02-28,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11725,2020-07-16,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11726,2020-02-02,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
11727,2020-10-29,DataSec Inactive User Tracker,8
11727,2020-11-10,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11727,2020-11-22,White Paper: PCI DSS Compliance Checklist for IT Teams,2
11727,2020-12-08,White Paper: Active Directory Security Best Practices,2
11728,2020-02-23,Free Trial: DataSec Auditor for Windows Server,40
11729,2020-03-18,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11729,2020-04-04,Ebook: Defending Against Crypto-Ransomware,2
11730,2021-05-09,Get a Demo: DataSec Auditor for SQL Server,40
11731,2020-04-20,Webinar Registration: Enhance Your Data Loss Prevention Strategy with DataSec Endpoint Protector,5
11731,2020-04-27,Webinar Registration: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,5
11732,2020-07-22,Request a Quote: DataSec Auditor for Oracle Database,40
11732,2020-08-08,Get a Demo: DataSec Classification for Dell Data Storage,40
11732,2020-08-16,White Paper: Preventing Data Loss - A DLP Primer,2
11733,2020-09-29,Launch In-Browser Demo: DataSec Classification for Qumulo,15
11734,2020-10-01,DataSec Effective Permissions Reporting Tool,8
11734,2020-10-10,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11734,2020-10-14,Free Trial: DataSec Auditor for Windows File Servers,40
11734,2020-10-26,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11735,2019-12-28,White Paper: HIPAA Compliance for IT Auditors,2
11735,2020-01-09,DataSec Disk Space Monitor,8
11736,2020-11-11,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
11737,2020-02-13,White Paper: HIPAA Compliance for IT Auditors,2
11737,2020-02-21,DataSec Password Expiration Notifier,8
11738,2021-04-13,DataSec Event Log Manager,8
11738,2021-04-24,DataSec Disk Space Monitor,8
11738,2021-05-04,Request a Quote: DataSec Classification for Qumulo,40
11738,2021-05-10,White Paper: A Practical Guide to GDPR Compliance,2
11739,2020-02-09,Free Trial: DataSec Classification for Dell Data Storage,40
11740,2020-02-16,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
11741,2020-03-17,Get a Demo: DataSec Classification for SharePoint,40
11742,2021-02-22,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11743,2020-04-10,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
11744,2021-06-28,Get a Demo: DataSec Auditor for Windows File Servers,40
11745,2020-05-15,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
11746,2020-11-15,Free Trial: DataSec Classification for Dell Data Storage,40
11746,2020-11-30,Free Trial: DataSec Auditor for Network Devices,40
11747,2020-12-17,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11747,2020-12-30,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11748,2019-12-25,White Paper: A Practical Guide to GDPR Compliance,2
11748,2020-01-05,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11748,2020-01-09,DataSec Flashlight for NetSuite,8
11748,2020-01-23,Launch In-Browser Demo: DataSec Classification for NetApp,15
11749,2020-05-21,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11750,2021-06-08,Request a Quote: DataSec Classification for NetApp,40
11751,2020-03-23,White Paper: PCI DSS Compliance Checklist for IT Teams,2
11751,2020-03-29,Get a Demo: DataSec Auditor for Windows File Servers,40
11752,2020-03-22,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11753,2020-02-14,Ebook: Defending Against Crypto-Ransomware,2
11753,2020-02-21,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
